title,author
"Voyagers: The Sleeping Abductees Volume 1, 2nd edition",Ashayana Deane
DNA of the Gods: The Anunnaki Creation of Eve and the Alien Battle for Humanity,Chris H. Hardy Ph.D.
"Nazi International: The Nazis' Postwar Plan to Control the Worlds of Science, Finance, Space, and Conflict",Joseph P. Farrell
The Secret History of Extraterrestrials: Advanced Technology and the Coming New Race,Len Kasten
Inside the Real Area 51: The Secret History of Wright Patterson,Thomas Carey
"The Cosmic War: Interplanetary Warfare, Modern Physics, and Ancient Texts: A Study in Non-Catastrophist Interpretations of Ancient Leg",Joseph P. Farrell
Witness to Roswell: Unmasking the Government's Biggest Cover-up (Revised and Expanded Edition),Thomas J. Carey
The Montauk Project: Experiments in Time,Preston B. Nichols
The lost realms: Book IV of the Earth Chronicles (The Earth Chronicles),Zecharia Sitchin
The THREAT: Revealing the Secret Alien Agenda,David M. Jacobs
Transylvanian Moonrise: A Secret Initiation in the Mysterious Land of the Gods,Radu Cinamar
Crop Circles: The Bones of God,Michael Glickman
Montauk: The Alien Connection,Stewart Swerdlow
Operation Trojan Horse: The Classic Breakthrough Study of UFOs,John a. Keel
"Divine Encounters: A Guide to Visions, Angels and Other Emissaries",Zecharia Sitchin
The Mindful Way Workbook: An 8-Week Program to Free Yourself from Depression and Emotional Distress,John D. Teasdale PhD
The Anxiety and Worry Workbook: The Cognitive Behavioral Solution,David A. Clark PhD
The Social Conquest of Earth,Edward O. Wilson
A Guide to Rational Living,Albert Ellis
Visible Learning and the Science of How We Learn,John Hattie
"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David Brooks
Cultural Anthropology (14th Edition),Carol R. Ember
The New Dictionary of Cultural Literacy: What Every American Needs to Know,E. D. Hirsch
Anthropology of Infectious Disease,Merrill Singer
Essentials of Sociology: A Down-to-Earth Approach (10th Edition),James M. Henslin
The African Origin of Civilization: Myth or Reality,Cheikh Anta Diop
Cultural Anthropology: The Human Challenge,William A. Haviland
Sociology: A Brief Introduction,Richard T. Schaefer
Conformity and Conflict: Readings in Cultural Anthropology (15th Edition),James W. Spradley Late
"The Anthropology of Religion, Magic, and Witchcraft",Rebecca L Stein
Cultural Anthropology: An Applied Perspective,Gary Ferraro
Nisa: The Life and Words of a !Kung Woman,Marjorie Shostak
The Alphabet Versus the Goddess: The Conflict Between Word and Image (Compass),Leonard Shlain
The Land of Open Graves: Living and Dying on the Migrant Trail (California Series in Public Anthropology),Jason De LeÃ³n
Mexico: From the Olmecs to the Aztecs (Ancient Peoples and Places),Michael D. Coe
Outline of a Theory of Practice (Cambridge Studies in Social and Cultural Anthropology),Pierre Bourdieu
Magic Witchcraft and Religion: A Reader in the Anthropology of Religion,Pamela Moro
Cengage Advantage Books: Culture Counts: A Concise Introduction to Cultural Anthropology,Serena Nanda
Playing God: Redeeming the Gift of Power,Andy Crouch
Design for the Real World: Human Ecology and Social Change,Victor Papanek
Vietnam's Children in a Changing World (Rutgers Series in Childhood Studies),Rachel Burr
Humanity: An Introduction to Cultural Anthropology,James Peoples
Zoobiquity: The Astonishing Connection Between Human and Animal Health,Barbara Natterson-Horowitz
The Trobrianders of Papua New Guinea (Case Studies in Cultural Anthropology),Annette B. Weiner
The Pastoral Clinic: Addiction and Dispossession along the Rio Grande,Angela Garcia
Behavior Modification: Principles and Procedures,Raymond G. Miltenberger
Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison
Walden Two (Hackett Classics),B. F. Skinner
Qualitative Research Methods for the Social Sciences (8th Edition),Bruce L. Berg
Contemporary Behavior Therapy,Michael D. Spiegler
"Behavioral Finance: Psychology, Decision-Making, and Markets",Lucy Ackert
Getting Unstuck in ACT: A Clinician's Guide to Overcoming Common Obstacles in Acceptance and Commitment Therapy,Russ Harris
Contemporary Behavior Therapy,Michael D. Spiegler
Self-Directed Behavior: Self-Modification for Personal Adjustment,David L. Watson
Beyond Freedom and Dignity (Hackett Classics),B. F. Skinner
Knots,R.D. Laing
"The Science of Consequences: How They Affect Genes, Change the Brain, and Impact Our World",Susan M. Schneider
Psychology and Religion (The Terry Lectures Series),Carl Gustav Jung
Creative Process in Gestalt Therapy,Joseph Zinker
Civilization and Its Discontents (The Standard Edition)  (Complete Psychological Works of Sigmund Freud),Sigmund Freud
How the Brain Learns,David A. (Anthony) Sousa
Cognitive Behavioural Therapy For Dummies,Rhena Branch
"Motivation: Biological, Psychological, and Environmental, Fourth Edition",Lambert Deckers
The Cultural Lives of Whales and Dolphins,Hal Whitehead
Macrocognition Metrics and Scenarios,Emily S. Patterson
Consciousness and the Brain: Deciphering How the Brain Codes Our Thoughts,Stanislas Dehaene
Voices in the Ocean: A Journey into the Wild and Haunting World of Dolphins,Susan Casey
"Foundation: Redefine Your Core, Conquer Back Pain, and Move with Confidence",Eric Goodman
Campbell Biology (9th Edition),Jane B. Reece
1491: New Revelations of the Americas Before Columbus,Charles C. Mann
Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,Vicki Croke
"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane
Principles of Anatomy and Physiology 14e with Atlas of the Skeleton Set,Gerard J. Tortora
"CliffsNotes Anatomy & Physiology Quick Review, 2ndEdition (Cliffsnotes Quick Review)",Steven Bassett
Delavier's Core Training Anatomy,Frederic Delavier
Campbell Essential Biology with Physiology (5th Edition),Eric J. Simon
Gulp: Adventures on the Alimentary Canal,Mary Roach
Essentials of Human Anatomy & Physiology Plus MasteringA&P with eText -- Access Card Package (11th Edition),Elaine N. Marieb
Spring Chicken: Stay Young Forever (or Die Trying),Bill Gifford
Delavier's Stretching Anatomy,Frederic Delavier
The Magic School Bus Explores the Senses,Joanna Cole
Two Hours: The Quest to Run the Impossible Marathon,Ed Caesar
"The Biology of Belief 10th Anniversary Edition: Unleashing the Power of Consciousness, Matter & Miracles",Bruce H. Lipton Ph.D. Ph.D.
National Geographic Backyard Guide to the Birds of North America (National Geographic Backyard Guides),Jonathan Alderfer
Our Origins: Discovering Physical Anthropology (Third Edition),Clark Spencer Larsen
The Sibley Field Guide to Birds of Western North America,David Allen Sibley
National Audubon Society Field Guide to North American Insects and Spiders (National Audubon Society Field Guides),NATIONAL AUDUBON SOCIETY
The Birds of Costa Rica: A Field Guide (Zona Tropical Publications),Richard Garrigues
Citizens of the Sea: Wondrous Creatures From the Census of Marine Life,Nancy Knowlton
American Buffalo: In Search of a Lost Icon,Steven Rinella
Spinning Spiders (Let's-Read-and-Find-Out Science 2),Melvin Berger
Butterflies of North America (Kaufman Field Guides),Jim P. Brock
The Story of Life in 25 Fossils: Tales of Intrepid Fossil Hunters and the Wonders of Evolution,Donald R. Prothero
Wildlife of the World (Dk Smithsonian),DK Publishing
Peterson Reference Guides: Birding by Impression: A Different Approach to Knowing and Identifying Birds,Kevin Karlson
The Complete Book of North American Owls,James Duncan
"Gifts of the Crow: How Perception, Emotion, and Thought Allow Smart Birds to Behave Like Humans",John Marzluff Ph.D.
Peterson Field Guide to Mammals of North America: Fourth Edition (Peterson Field Guides),Fiona Reid
Iridescences: The Physical Colors of Insects,Serge Berthier
Molecular Basis and Thermodynamics of Bioelectrogenesis (Topics in Molecular Organization and Engineering),E. Schoffeniels
Solid-State Spectroscopy: An Introduction,Hans Kuzmany
"Nerve and Muscle: Membranes, Cells, and Systems",Richard B. Stein
"Biological Membranes: Theory of Transport, Potentials and Electric Impulses",Ove Sten-Knudsen
Photonic Structures Inspired by Nature (Springer Theses),Mathias Kolle
CRC Handbook of Biological Effects of Electromagnetic Fields,Charles Polk
The Bioelectrical Investigation of Sexuality and Anxiety,Wilhelm Reich
"Biomagnetism. An Interdisciplinary Approach. (Nato a S I Series Series a, Life Sciences)",Samuel J. Williamson
Bioelectrochemistry of Cells and Tissues,Dieter Walz
Python Programming for Biology: Bioinformatics and Beyond,Tim J. Stevens
Wavelet Methods in Statistics with R (Use R!),Guy Nason
Curiosity Guides: The Human Genome,John Quackenbush
Campbell Biology Plus MasteringBiology with eText -- Access Card Package (10th Edition),Jane B. Reece
Study Guide for Campbell Biology (10th Edition),Jane B. Reece
"Super Brain: Unleashing the Explosive Power of Your Mind to Maximize Health, Happiness, and Spiritual Well-Being",Rudolph E. Tanzi Ph.D.
Biology for Dummies,RenÃ© Fester Kratz
"The Brain Fog Fix: Reclaim Your Focus, Memory, and Joy in Just 3 Weeks",Mike Dow
"The Biology of Cancer, 2nd Edition",Robert A. Weinberg
Life's Ratchet: How Molecular Machines Extract Order from Chaos,Peter M. Hoffmann
The Rainbow and the Worm: The Physics of Organisms,Mae Wan Ho
Quantum Evolution: How Physics' Weirdest Theory Explains Life's Biggest Mystery (Norton Paperback),Johnjoe McFadden
"Diagnostic Ultrasound Imaging: Inside Out, Second Edition (Biomedical Engineering)",Thomas L. Szabo
Bioelectricity: A Quantitative Approach,Robert Plonsey
Basic Biomechanics,Susan Hall
The Physics and Psychophysics of Music: An Introduction,Juan Roederer
Bioengineering Fundamentals,Ann Saterbak
Contemporary Health Physics: Problems and Solutions,Joseph John Bevelacqua
Introduction to Cell Mechanics and Mechanobiology,Christopher R. Jacobs
The Biophysical Chemistry of Nucleic Acids and Proteins,Thomas E. Creighton
Fundamentals of Biomechanics,Duane Knudson
"Basic Transport Phenomena in Biomedical Engineering,Third Edition",Ronald L. Fournier
Mathematical Biology II: Spatial Models and Biomedical Applications (Interdisciplinary Applied Mathematics) (v. 2),James D. Murray
"Introduction to Biomedical Engineering, Second Edition",John D. Enderle
Mass Spectrometry for Biotechnology,Gary Siuzdak
Principles of voice production,Ingo R Titze
Computed Tomography: From Photon Statistics to Modern Cone-Beam CT,Thorsten M. Buzug
"Computational Hemodynamics - Theory, Modelling and Applications (Biological and Medical Physics, Biomedical Engineering)",Jiyuan Tu
Be Brief. Be Bright. Be Gone.: Career Essentials for Pharmaceutical and Biotechnology Sales Representatives,Jay Frost
The Botany Coloring Book,Paul Young
Utilitarianism and Distributive Justice: Jeremy Bentham and the Civil Law,P. J. Kelly
Cannabis: Evolution and Ethnobotany,Robert C. Clarke
Tales of a Shaman's Apprentice: An Ethnobotanist Searches for New Medicines in the Amazon Rain Forest,Mark J. Plotkin
Ancient Botany (Sciences of Antiquity Series),Gavin Hardy
Lichens of North America,Irwin M. Brodo
One River,Wade Davis
Plants and Society,Estelle Levetin
A Photographic Atlas for the Botany Laboratory,Samuel R. Rushforth
Hydroponics for the Home Grower,Howard M. Resh
"Plant Physiology, Fifth Edition",Lincoln Taiz
The Last Medieval Queens: English Queenship 1445-1503,J. L. Laynesmith
Weeds of North America,Richard Dickinson
The World Without Us,Alan Weisman
The End of Doom: Environmental Renewal in the Twenty-first Century,Ronald Bailey
"The Wave: In Pursuit of the Rogues, Freaks, and Giants of the Ocean",Susan Casey
"Changes in the Land: Indians, Colonists, and the Ecology of New England",William Cronon
Farmacology: Total Health from the Ground Up,"Daphne, M.D. Miller"
Tom Brown's Field Guide to Wilderness Survival,Tom Brown
The Tracker,Tom Brown
"Feral: Rewilding the Land, the Sea, and Human Life",George Monbiot
Slow Violence and the Environmentalism of the Poor,Rob Nixon
"Marine Biology: Function, Biodiversity, Ecology",Jeffrey S. Levinton
"Chimpanzee and Red Colobus: The Ecology of Predator and Prey, With a Foreword by Richard Wrangham",Craig B. Stanford
"A River Runs Again: India's Natural World in Crisis, from the Barren Cliffs of Rajasthan to the Farmlands of Karnataka",Meera Subramanian
The New Wild: Why Invasive Species Will Be Nature's Salvation,Fred Pearce
"Anarchy Evolution: Faith, Science, and Bad Religion in a World Without God",Greg Graffin
"Environmental Ethics: What Really Matters, What Really Works",David Schmidtz
North Shore: A Natural History of Minnesota's Superior Coast,Chel Anderson
Woodswoman: Living  Alone in the  Adirondack Wilderness,Anne LaBastille
Ecology:  The Economy of Nature,Robert Ricklefs
A New History of Life: The Radical New Discoveries about the Origins and Evolution of Life on Earth,Peter Ward
The Cambrian Explosion: The Construction of Animal Biodiversity,Douglas Erwin
Answers Book for Kids Volume 2,Ken Ham
The Real Planet of the Apes: A New Story of Human Origins,David R. Begun
Life on a Young Planet: The First Three Billion Years of Evolution on Earth (Princeton Science Library),Andrew H. Knoll
Fossil Shark Teeth of the World,Joe Cocke
"""T. rex"" and the Crater of Doom (Princeton Science Library)",Walter Alvarez
Evolution: What the Fossils Say and Why It Matters,Donald R. Prothero
Principles of Paleontology,Michael Foote
Dinosaur Paleobiology,Stephen L. Brusatte
The Walking Whales: From Land to Water in Eight Million Years,"J. G. M. ""Hans"" Thewissen"
Paleoclimate (Princeton Primers in Climate),Michael L. Bender
Introduction to the Study of Dinosaurs,Anthony J. Martin
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Richard L Currier
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould
Bringing Fossils to Life: An Introduction to Paleobiology,Donald R. Prothero
"Dodging Extinction: Power, Food, Money, and the Future of Life on Earth",Anthony D. Barnosky
Extinction: How Life on Earth Nearly Ended 250 Million Years Ago (Princeton Science Library),Douglas H. Erwin
ARCH'OLOGICAL PARENCHYMA (UNIV COL LONDON INST ARCH PUB),Jon G Hather
Flying Dinosaurs: How Fearsome Reptiles Became Birds,John Pickrell
"Gaining Ground, Second Edition: The Origin and Evolution of Tetrapods (Life of the Past)",Jennifer A. Clack
