title,author,groups,maxgroup
BitCoin Beginner Secrets: The Simple Step-by-step Guide to Making Money with BitCoins,Stephen James,7,7
The Bitcoin Investor: Get Double-Digit Investment Returns Using Bitcoin Peer-to-Peer Lending,Marco Schwartz,5,5
Bitcoin Beginner's Guide: Everything You Need To Know To Make Money With Bitcoins,ClydeBank Finance,7,7
BitCoin Made Easy,Anonymous,4,4
Beyond Bitcoin: The Economics of Digital Currencies,Hanna Halaburda,5,5
Bitcoin Mining for Beginners: A Step By Step Guide to Bitcoin Mining,Bitcoin Mining Experts,4,4
The Digital Currency Challenge: Shaping Online Payment Systems Through U.S. Financial Regulations (Palgrave Pivot),Philip Mullan,5,5
Bitcoin: All You Need to Know: 'The World's next Currency',Trevor Clinger,5,5
Bitcoins: Navigating Open Source Currency (Digital and Information Literacy),Barbara Gottfried Hollander,5,5
Bitcoin Guide For Beginners: Bitcoin Trading and Mining Made Easy,Dale Blake,4,4
Very Much Wow | The Dogecoin Magazine: May 2014 | Issue 1 (Volume 1),Birdie Jaworski,5,5
"Ripple: The Ultimate Beginner's Guide for Understanding Ripple Currency And What You Need to Know (Beginner, Mining, Step by Step, Trading, Basics, XRP, Cryptocurrency)",Elliott Branson,4,4
Bitcoin 123 Success Secrets - 123 Most Asked Questions On Bitcoin - What You Need To Know,Phillip Caldwell,4,4
Garry's Notes - Bitcoin Mining In The Cloud: Mining for Bitcoins and other Crytocurrency in the cloud,Mr Garry Don Higgins,7,7
Very Much Wow | The Dogecoin Magazine | June 2014 (Volume 2),Birdie Jaworski,5,5
Dogecoin: The Ultimate Beginner's Guide for Understanding Dogecoin and What You Need to Know,Elliott Branson,6,6
Bitcoin goes KABOOM!: Caveat Emptor - Let the Buyer Beware,William Peterson,5,5
The Bitcoin Manifesto,Aurelia,5,5
The Jaunty Guide to Bitcoin (Jaunty Guides),Michael S Rolls,5,5
Bitcoin. Geld ohne Vertrauen in Dritte? (German Edition),Stefan Wissert,4,4
Worm: The First Digital World War,Mark Bowden,0,0
A History of the Internet and the Digital Future,Johnny Ryan,5,5
Internet Architecture and Innovation,Barbara van van Schewick,0,0
History of Semiconductor Engineering,Bo Lojek,6,6
Open: How Compaq Ended IBM's PC Domination and Helped Invent Modern Computing,Rod Canion,2,2
The Computer: An Illustrated History From its Origins to the Present Day,Mark Frauenfelder,5,5
Datapoint: The Lost Story of the Texans Who Invented the Personal Computer Revolution,Lamont Wood,6,6
The Government Machine: A Revolutionary History of the Computer (History of Computing),Jon Agar,2,2
Penetration Testing: A Hands-On Introduction to Hacking,Georgia Weidman,5,5
Learning Google AdWords and Google Analytics,Benjamin Mangold,6,6
"WordPress To Go: How To Build A WordPress Website On Your Own Domain, From Scratch, Even If You Are A Complete Beginner",Sarah McHarry,0,0
Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,4,4
The Antivirus Hacker's Handbook,Joxean Koret,4,4
WordPress: The Missing Manual,Matthew MacDonald,"0,4",0
Agile Web Development with Rails 4 (Facets of Ruby),Sam Ruby,1,1
How To Blog For Profit: Without Selling Your Soul,Ruth Soukup,6,6
"Blog, Inc.: Blogging for Passion, Profit, and to Create Community",Joy Deangdeelert Cho,6,6
Blogging For Dummies,Amy Lupold Bair,0,0
Blogging All-in-One For Dummies,Susan Gunelius,5,5
Food Blogging For Dummies,Kelly Senyei,6,6
365 Blog Topic Ideas: For The Lifestyle Blogger Who Has Nothing to Write About,Dana Fox,4,4
Professional WordPress Plugin Development,Brad Williams,6,6
"Fashion 2.0: Blogging Your Way to The Front Row- The Insider's Guide to Turning Your Fashion Blog into a Profitable Business and Launching a New Career, Vol. 1",Yuli Ziv,4,4
"How to Blog a Book: Write, Publish, and Promote Your Work One Post at a Time",Nina Amir,6,6
WordPress Absolute Beginner's Guide,Tris Hussey,2,2
Web Hosting For Dummies,Peter Pollock,6,6
Creating a Website: The Missing Manual (English and English Edition),Matthew MacDonald,2,2
Professional Blogging For Dummies,Susan Getgood,6,6
Smashing WordPress: Beyond the Blog,Thord Daniel Hedengren,"4,0",4
Blogging for Profit: Learn How to Make Money Blogging With Step by Step Instruction (Volume 1),Terence Lawfield,5,5
The Golden Rules Of Blogging,Robin Houghton,6,6
"Bloggers Boot Camp: Learning How to Build, Write, and Run a Successful Blog",Charlie White,2,2
"We the Media: Grassroots Journalism By the People, For the People",Dan Gillmor,"4,2",4
The Social Media Marketing Book,Dan Zarrella,0,0
WordPress Web Application Development,Rakhitha Nimesh Ratnayake,6,6
Make Money Online Using Zazzle: Internet Marketing Tips to Earn a Passive Income,Tracy Foote,7,7
"How to Make a Website or Blog: with WordPress, WITHOUT Coding, on your own domain, all in under 2 hours! (THE MAKE MONEY FROM HOME LIONS CLUB)",Mike Omar,3,3
Make $1000 Selling on eBay Before Christmas,Nick Vulich,2,2
"eBay Shipping Simplified: How to Store, Package, and Ship the Items You Sell on eBay, Amazon, and Etsy (eBay Selling Made Easy)",Nick Vulich,"7,1",7
"Barcode Booty: How I found and sold $2 million of 'junk' on eBay and Amazon, And you can, too, using your phone",Steve Weber,1,1
eBay For Seniors For Dummies,Marsha Collier,5,5
Million Dollar Ebay Business From Home - A Step By Step Guide: Million Dollar Ebay Business From Home - A Step By Step Guide,Neil Waterhouse,4,4
Tax Loopholes for eBay Sellers: Pay Less Tax and Make More Money,Diane Kennedy,7,7
Zero to Sixty Million: Under the Hood of the World's Largest eBay Motors Dealer,Mike Welch Rick Williams,1,1
Selling Online: Beyond eBay,DONNY LOWY,6,6
Million Dollar eBay Business From Home: A Step By Step Guide,Mr Neil Waterhouse,4,4
My eBay for Seniors,Michael Miller,7,7
Jump: From Ebay & Etsy To Your Own Money Making Website,Karen Lee Fielden,4,4
Make Money On eBay: 50 Items That You Can Always Sell on eBay (Ebay Selling Made Easy) (Volume 1),Marc Pierce,7,7
Selling Goodwill Items on eBay: How to Buy Low Form Goodwill And Sell High On eBay for Hugh Profit Margins (Volume 1),Clark Moraign,0,0
"Thrift Wars: A Battle-Tested Internet Business Plan: Find Hidden Thrift Stores Treasure and Sell on Amazon, eBay and Etsy for Huge Profits with Online Arbitrage (Almost Free Money) (Volume 8)",Eric Michael,7,7
The Online Millionaire: Strategies for Building a Web-Based Empire on eBay and Beyond,Amy Joyner,6,6
What to Sell on eBay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta,0,0
Secrets of the eBay Millionaires: Inside Success Stories -- and Proven Money-Making Tips -- from eBay's Greatest Sellers,Greg Holden,0,0
eBay PowerSeller Million Dollar Ideas: Innovative Ways to Make Your eBay Sales Soar,Brad Schepp,1,1
The Little Black Book of Online Business: 1001 Insider Resources Every Business Owner Needs,Paul Galloway,4,4
Wholesale: The Ultimate Wholesale Sourcing Guide to Earning Big Profits on Amazon FBA and Ebay! (Wholesale - Amazon FBA - Selling on Amazon - Amazon Business - How to Sell on Amazon - Amazon),Susan Varson,4,4
"Reselling: The Ultimate 6 in 1 Box Set Guide to Making Money With Ebay, Amazon FBA, Craigslist, Etsy, Thrift Stores and Garage Sales! (Amazon FBA - ... Online - Work From Home Job - Etsy Business)",Greg Zucker,4,4
"Make Money Online: 4 in 1 Master Class Box Set: Book 1: Selling on Ebay + Book 2: Amazon FBA + Book 3: Etsy Business + Book 4: Craigslist (Amazon FBA, ... Amazon Business, Amazon Book Business)",Greg Zucker,5,5
eBay Photos That Sell: Taking Great Product Shots for eBay and Beyond,Dan Gookin,"4,2",4
"Streetwise Selling On Ebay: How to Start, Manage, And Maximize a Successful eBay Business",Sonia Weiss,4,4
"Etsy: How to Make Money on Etsy, Etsy Business For Beginners, Etsy Selling Succe (Etsy Free Kindle Books, Esty Seo, Esty Empire, Ebay, Amazon, Selling Online, Make Money Online.)",Sarah Moore,1,1
Blockchain: Blueprint for a New Economy,Melanie Swan,5,5
Affiliate Program Management: An Hour a Day,Evgenii Prussakov,2,2
Magento PHP Developer's Guide - Second Edition,Allan MacGregor,6,6
Selling on Shopify: How to Create an Online Store & Profitable eCommerce Busines,Brian Patrick,6,6
Designing Mobile Payment Experiences: Principles and Best Practices for Mobile Commerce,Skip Allums,2,2
Get Rich Click!: The Ultimate Guide to Making Money on the Internet,Marc Ostrofsky,"1,7",1
Web Analytics For Dummies,Pedro Sostre,6,6
Lie Groups: An Approach through Invariants and Representations (Universitext),Claudio Procesi,5,5
Web Project Management: Delivering Successful Commercial Web Sites,Ashley Friedlein,4,4
BizTalk 2013 Recipes: A Problem-Solution Approach (Expert's Voice in BizTalk),Mark Beckner,5,5
CodeIgniter Web Application Blueprints,Rob Foster,6,6
Starting an Online Business All-in-One For Dummies,Shannon Belew,5,5
E-Commerce Concepts,Dr Randall J Dyck,0,0
Social Media Marketing For Dummies,Shiv Singh,6,6
Advancing Collaborative Knowledge Environments: New Trends in E-Collaboration,Ned Kock,5,5
Outsmarting Google: SEO Secrets to Winning New Business (Que Biz-Tech),Evan Bailyn,6,6
Logistics & Fulfillment for E-Business : A Practical Guide to Mastering Back Office Functions for Online Commerce,Janice Reynolds,7,7
"Gray Hat Hacking The Ethical Hacker's Handbook, Fourth Edition",Daniel Regalado,2,2
Hacking Exposed 7: Network Security Secrets and Solutions,Stuart McClure,7,7
"Hacker, Hoaxer, Whistleblower, Spy: The Many Faces of Anonymous",Gabriella Coleman,1,1
"Hacking: How to Hack Computers, Basic Security and Penetration Testing",Solis Tech,5,5
"We Are Anonymous: Inside the Hacker World of LulzSec, Anonymous, and the Global Cyber Insurgency",Parmy Olson,1,1
"Customizing OS X - El Capitan Edition: Fantastic Tricks, Tweaks, Hacks, Secret Commands, & Hidden Features to Customize Your OS X User Experience",Tom Magrini,3,3
Machine Learning for Hackers,Drew Conway,0,0
Hacking Exposed Mobile: Security Secrets & Solutions,Neil Bergman,7,7
Crimeware: Understanding New Attacks and Defenses,Markus Jakobsson,0,0
Advanced Persistent Threat: Understanding the Danger and How to Protect Your Organization,Eric Cole,4,4
"Who Eats What? Food Chains and Food Webs (Let's-Read-and-Find-Out Science, Stage 2)",Patricia Lauber,0,0
Solr in Action,Trey Grainger,4,4
"Mastering Elasticsearch, Second Edition",Rafal Kuc,6,6
ArcGIS Web Development,Rene Rubalcava,6,6
Search Engine Optimization For Dummies,Peter Kent,6,6
SEO For Dummies (For Dummies (Computer/Tech)),Peter Kent,6,6
The Art of SEO (Theory in Practice),Eric Enge,6,6
Apache Solr Beginner's Guide,Alfredo Serafini,6,6
"Expert Internet Searching, Fourth Edition",Phil Bradley,2,2
Googled: The End of the World As We Know It,Ken Auletta,5,5
Magento Search Engine Optimization,Robert Kent,6,6
"Web Design: Start Here!: A No-Nonsense, Jargon-Free Guide to the Fundamentals of Web Design",Stefan Mischook,4,4
Internet Information Services (IIS) 7.0 Resource Kit,Mike Volodarsky,"0,5",0
"Conducting the Reference Interview: A How-To-Do-It Manual for Librarians, Second Edition (How to Do It Manuals for Librarians)",Catherine Sheldrick Ross,3,3
Working with Microsoft Office 365: Running Your Small Business in the Cloud (Business Skills),Brett Hill,7,7
Mastering Apache Solr: A practical guide to get to grips with Apache Solr,Mr Mathieu Nayrolles,5,5
Teach Yourself VISUALLY Search Engine Optimization (SEO),Rafiq Elmansy,6,6
How to Rank in Google: SEO Strategies post Panda and Penguin,James Green,6,6
Search Engine Optimization: An Hour a Day,Jennifer Grappone,0,0
WordPress 3 Search Engine Optimization,Michael David,5,5
Search engine optimization 2015: Learn SEO with smart internet marketing strategies,Adam Clarke,2,2
WordPress SEO: Learn How to Rank Your Website or Blog the Simple Way (Volume 1),Terence Lawfield,0,0
SEO: Search Engine Optimization - Quickly Learn How to Dominate the Search Engines and What You Need to Know About the Google Panda and Penguin,Amanda Eliza Bertha,1,1
SEO Expert Strategies: SEO Consultant Spills His Secrets,Sam Adodra,5,5
SEO Master Using The Power of Wordpress,Konstantinos Kreouzis,5,5
"The Bare Bones Book of Online Marketing: Organic Seo, Google Adwords Ppc, Sem & Social Media for Business",Joshua Thomas Clark,6,6
SEO Destruction: Improve Your Site Ranking by Doing What Others Don't,Anthony Heaven,5,5
Improving the Visibility and Use of Digital Repositories through SEO: A LITA Guide (Lita Guides),Kenning Arlitsch,6,6
Ranking Number One: 50 Essential SEO Tips To Boost Your Search Engine Results,James Beswick,1,1
"WordPress for Business Bloggers: Promote and grow your WordPress blog with advanced plug-ins, analytics, advertising, and SEO",Paul Thewlis,5,5
Search Engine Optimization for Flash: Best practices for using Flash on the web,Todd Perkins,7,7
Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,6,6
"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,4,4
Social Media: A Critical Introduction,Christian Fuchs,6,6
Introduction to Social Media Investigation: A Hands-on Approach,Jennifer Golbeck,5,5
It's Complicated: The Social Lives of Networked Teens,danah boyd,6,6
"The New Relationship Marketing: How to Build a Large, Loyal, Profitable Network Using the Social Web",Mari Smith,6,6
The Net Delusion: The Dark Side of Internet Freedom,Evgeny Morozov,5,5
jQuery in Action,Bear Bibeault,0,0
Meteor in Action,Stephan Hochhaus,4,4
Designing for Performance: Weighing Aesthetics and Speed,Lara Callender Hogan,7,7
SPA Design and Architecture: Understanding Single Page Web Applications,Emmit Scott,4,4
CORS in Action: Creating and consuming cross-origin APIs,Monsur Hossain,4,4
Exam Ref 70-484 Essentials of Developing Windows Store Apps using C# (MCSD),Indrajit Chakrabarty,1,1
Designing Web Navigation,James Kalbach,5,5
Firefox For Dummies,Blake Ross,6,6
Google: The Missing Manual,Sarah Milstein,4,4
Head First HTML with CSS & XHTML,Eric T Freeman,6,6
Programming Microsoft Internet Explorer 5 (Microsoft Programming Series),Scott Roberts,7,7
PHP Web Services: APIs for the Modern Web,Lorna Jane Mitchell,1,1
Pro Internet Explorer 8 & 9 Development: Developing Powerful Applications for The Next Generation of IE,Matthew Crowley,7,7
Rails Cookbook (Cookbooks (O'Reilly)),Rob Orsini,4,4
Google SketchUp Cookbook: Practical Recipes and Essential Techniques,Bonnie Roskes,0,0
Ghosts of War in Vietnam (Studies in the Social and Cultural History of Modern Warfare),Heonik Kwon,0,0
Learning ActionScript 3.0: A Beginner's Guide,Rich Shupe,1,1
iOS 9 App Development Essentials: Learn to Develop iOS 9 Apps Using Xcode 7 and Swift 2,Neil Smyth,3,3
Swift Programming: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Matthew Mathias,4,4
The iOS Apprentice (Fourth Edition): Beginning iOS Development with Swift 2,Matthijs Hollemans,2,2
Samsung Galaxy Tabs For Dummies,Dan Gookin,0,0
Android Programming: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Bill Phillips,1,1
iPod and iTunes For Dummies,Tony Bove,0,0
Android App Development For Dummies,Michael Burton,5,5
"Write Modern Web Apps with the MEAN Stack: Mongo, Express, AngularJS, and Node.js (Develop and Design)",Jeff Dickey,3,3
"Paperwhite Users Manual: The Ultimate Kindle Paperwhite Guide to Getting Started, Advanced Tips and Tricks, and Finding Unlimited Free Books",Steve Weber,7,7
Android Tablets For Dummies,Dan Gookin,4,4
Android Tablets for Seniors in Easy Steps,Nick Vandome,7,7
Taking Your Android Tablets to the Max (Technology in Action),Russell Holly,7,7
The Inside Guide to Android Tablets For Seniors: Covers Android Lollipop,P A Stuart,5,5
A Newbies Guide to Android Wear,Minute Help Guides,5,5
"Android Tablets Made Simple: For Motorola XOOM, Samsung Galaxy Tab, Asus, Toshiba and Other Tablets",Marziah Karch,5,5
My Google Nexus 7 and Nexus 10,Craig James Johnston,4,4
Droid 4 For Dummies,Dan Gookin,2,2
"File Data Recovery: Pc Hard Drive Data Recovery, Usb Data Recovery, Mac Data Recovery, Android Data Recovery, Data Recovery Services",Mathew Blank,2,2
A Guide to Android for Seniors: Introduction to Android Phones and Tablets,Matthew Hollinder,5,5
Droid X For Dummies,Dan Gookin,2,2
Web Geek's Guide to the Android-Enabled Phone,Jerri Ledford,2,2
The Complete User's Guide to the Amazing Amazon Kindle (First Generation),Stephen Windwalker,4,4
"How to Talk to Your Android: More than 100 tips, tricks, secrets and shortcuts for Android phones and tablets",Matthew L Shuchman,7,7
Android Lollipop: A Beginner's Guide to the Android Operating System,Mark Beams,1,1
Droid X: The Missing Manual (Missing Manuals),Preston Gralla,0,0
Android Tablet 101: How to Maximize and Optimize Your Android Tablet,Paolo Jose de Luna,2,2
